,0
T,0.0028453010764576776
GOOGL,0.011590041465182731
MO,0.010087064593156475
AIG,0.010719937184004645
AAPL,0.02075696966179781
BAC,0.008644125625558836
BRK.B,0.007555730824450196
CVX,0.00900419195613152
CSCO,0.0074533088580569
C,0.0005790167205805778
KO,0.007284873139030491
XOM,0.005813111333104951
GE,8.815425749800557e-06
INTC,0.004883224636524168
IBM,0.0058369272373151706
JNJ,0.008352565794406838
MSFT,0.014028071581756191
PFE,0.00945488238342359
PG,0.007056572982890867
WMT,0.0087656047414553
BOND20,0.0028485487570516052
